"","gospodarz","gosc","gospodarz_res","gosc_res","dogrywka","daty","total","win_gosp","gosp_gosp","gosp_past_points","win_gosc","gosc_gosp","gosc_past_points","gosp_past_add","gosc_past_add","gosp_past_total","gosc_past_total","gosp_past_add.1","mth","daty_r"
"2020","OrlandoMagic","LosAngelesClippers",93,107,0,2016-02-05,200,0,0,114,0,1,102,0,0,231,210,0,"Feb",753.5
"2021","WashingtonWizards","PhiladelphiaErs",106,94,0,2016-02-05,200,0,1,121,0,1,86,0,0,255,210,0,"Feb",753.5
"2022","BrooklynNets","SacramentoKings",128,119,0,2016-02-05,247,0,1,100,0,1,102,0,0,214,209,0,"Feb",753.5
"2023","ClevelandCavaliers","BostonCeltics",103,104,0,2016-02-05,207,0,0,97,1,1,102,0,0,203,197,0,"Feb",753.5
"2024","NewYorkKnicks","MemphisGrizzlies",85,91,0,2016-02-05,176,0,0,105,1,0,110,0,0,216,205,0,"Feb",753.5
"2025","DenverNuggets","ChicagoBulls",115,110,0,2016-02-05,225,0,0,81,1,0,107,0,0,166,209,0,"Feb",753.5
"2026","UtahJazz","MilwaukeeBucks",84,81,0,2016-02-05,165,1,1,85,0,0,95,0,0,166,202,0,"Feb",753.5
"2027","DallasMavericks","SanAntonioSpurs",90,116,0,2016-02-05,206,0,1,90,1,1,110,0,0,183,207,0,"Feb",753.5
"2028","HoustonRockets","PortlandTrailBlazers",79,96,0,2016-02-06,175,1,0,111,0,1,103,0,0,216,213,0,"Feb",763.5
"2029","CharlotteHornets","WashingtonWizards",108,104,0,2016-02-06,212,0,1,95,1,1,106,0,0,193,200,0,"Feb",763.5
"2030","IndianaPacers","DetroitPistons",112,104,0,2016-02-06,216,0,0,96,1,1,111,0,0,198,216,0,"Feb",763.5
"2031","ClevelandCavaliers","NewOrleansPelicans",99,84,0,2016-02-06,183,0,1,103,0,1,96,0,0,207,195,0,"Feb",763.5
"2032","PhiladelphiaErs","BrooklynNets",103,98,0,2016-02-06,201,0,0,94,1,1,128,0,0,200,247,0,"Feb",763.5
"2033","MemphisGrizzlies","DallasMavericks",110,114,1,2016-02-06,224,1,0,91,0,1,90,0,0,176,206,0,"Feb",763.5
"2034","MinnesotaTimberwolves","ChicagoBulls",112,105,0,2016-02-06,217,1,0,108,0,0,110,0,0,210,225,0,"Feb",763.5
"2035","SanAntonioSpurs","LosAngelesLakers",106,102,0,2016-02-06,208,1,0,116,1,0,99,0,0,206,195,0,"Feb",763.5
"2036","PhoenixSuns","UtahJazz",89,98,0,2016-02-06,187,0,1,105,1,1,84,0,0,216,165,0,"Feb",763.5
"2037","GoldenStateWarriors","OklahomaCityThunder",116,108,0,2016-02-06,224,1,0,134,1,1,117,0,0,255,231,0,"Feb",763.5
"2038","NewYorkKnicks","DenverNuggets",96,101,0,2016-02-07,197,0,1,85,1,1,115,0,0,176,225,0,"Feb",770.5
"2039","OrlandoMagic","AtlantaHawks",96,94,0,2016-02-07,190,0,1,93,1,1,102,0,0,200,198,0,"Feb",770.5
"2040","BostonCeltics","SacramentoKings",128,119,0,2016-02-07,247,1,0,104,0,0,119,0,0,207,247,0,"Feb",770.5
"2041","MiamiHeat","LosAngelesClippers",93,100,0,2016-02-07,193,1,0,98,1,0,107,0,0,193,200,0,"Feb",770.5
"2042","CharlotteHornets","ChicagoBulls",108,91,0,2016-02-08,199,1,1,108,0,0,105,0,0,212,217,0,"Feb",777.5
"2043","ClevelandCavaliers","SacramentoKings",120,100,0,2016-02-08,220,1,1,99,0,0,119,0,0,183,247,0,"Feb",777.5
"2044","IndianaPacers","LosAngelesLakers",89,87,0,2016-02-08,176,1,1,112,0,0,102,0,0,216,208,0,"Feb",777.5
"2045","PhiladelphiaErs","LosAngelesClippers",92,98,1,2016-02-08,190,1,1,103,1,0,100,0,0,201,193,0,"Feb",777.5
"2046","BrooklynNets","DenverNuggets",105,104,0,2016-02-08,209,0,0,98,1,0,101,0,0,201,197,0,"Feb",777.5
"2047","DetroitPistons","TorontoRaptors",89,103,0,2016-02-08,192,0,0,104,1,0,110,0,0,216,213,0,"Feb",777.5
"2048","AtlantaHawks","OrlandoMagic",110,117,1,2016-02-08,227,0,0,94,1,1,96,0,0,190,190,0,"Feb",777.5
"2049","MemphisGrizzlies","PortlandTrailBlazers",106,112,1,2016-02-08,218,0,1,110,1,0,96,1,0,224,175,1,"Feb",777.5
"2050","MinnesotaTimberwolves","NewOrleansPelicans",102,116,0,2016-02-08,218,1,1,112,0,0,84,0,0,217,183,0,"Feb",777.5
"2051","PhoenixSuns","OklahomaCityThunder",106,122,0,2016-02-08,228,0,1,89,0,0,108,0,0,187,224,0,"Feb",777.5
"2052","MiamiHeat","SanAntonioSpurs",101,119,0,2016-02-09,220,0,1,93,1,1,106,0,0,193,208,0,"Feb",785
"2053","NewYorkKnicks","WashingtonWizards",108,111,0,2016-02-09,219,0,1,96,0,0,104,0,0,197,212,0,"Feb",785
"2054","MilwaukeeBucks","BostonCeltics",112,111,0,2016-02-09,223,0,0,81,1,1,128,0,0,165,247,0,"Feb",785
"2055","DallasMavericks","UtahJazz",119,121,1,2016-02-09,240,1,0,114,1,0,98,1,0,224,187,1,"Feb",785
"2056","GoldenStateWarriors","HoustonRockets",123,110,0,2016-02-09,233,1,1,116,0,1,79,0,0,224,175,0,"Feb",785
"2057","ClevelandCavaliers","LosAngelesLakers",120,111,0,2016-02-10,231,1,1,120,0,0,87,0,0,220,176,0,"Feb",793.5
"2058","ChicagoBulls","AtlantaHawks",90,113,0,2016-02-10,203,0,0,91,0,1,110,0,1,199,227,0,"Feb",793.5
"2059","MinnesotaTimberwolves","TorontoRaptors",117,112,0,2016-02-10,229,0,1,102,1,0,103,0,0,218,192,0,"Feb",793.5
"2060","NewOrleansPelicans","UtahJazz",100,96,0,2016-02-10,196,1,0,116,1,0,121,0,1,218,240,0,"Feb",793.5
"2061","PhoenixSuns","GoldenStateWarriors",104,112,0,2016-02-10,216,0,1,106,1,1,123,0,0,228,233,0,"Feb",793.5
"2062","PortlandTrailBlazers","HoustonRockets",116,103,0,2016-02-10,219,1,0,112,0,0,110,1,0,218,233,1,"Feb",793.5
"2063","IndianaPacers","CharlotteHornets",95,117,0,2016-02-10,212,1,1,89,1,1,108,0,0,176,199,0,"Feb",793.5
"2064","OrlandoMagic","SanAntonioSpurs",96,98,0,2016-02-10,194,1,0,117,1,0,119,1,0,227,220,1,"Feb",793.5
"2065","PhiladelphiaErs","SacramentoKings",110,114,0,2016-02-10,224,0,1,92,0,0,100,1,0,190,220,1,"Feb",793.5
"2066","BostonCeltics","LosAngelesClippers",139,134,1,2016-02-10,273,0,0,111,1,0,98,0,1,223,190,0,"Feb",793.5
"2067","BrooklynNets","MemphisGrizzlies",90,109,0,2016-02-10,199,1,1,105,0,1,106,0,1,209,218,0,"Feb",793.5
"2068","DetroitPistons","DenverNuggets",92,103,0,2016-02-10,195,0,1,89,0,0,104,0,0,192,209,0,"Feb",793.5
"2069","MilwaukeeBucks","WashingtonWizards",99,92,0,2016-02-11,191,1,1,112,1,0,111,0,0,223,219,0,"Feb",800.5
"2070","OklahomaCityThunder","NewOrleansPelicans",121,95,0,2016-02-11,216,1,0,122,1,1,100,0,0,228,196,0,"Feb",800.5
"2071","ClevelandCavaliers","ChicagoBulls",106,95,0,2016-02-18,201,1,1,120,0,1,90,0,0,231,203,0,"Feb",803
"2072","LosAngelesClippers","SanAntonioSpurs",105,86,0,2016-02-18,191,0,0,134,1,0,98,1,0,273,194,1,"Feb",803
"2073","WashingtonWizards","UtahJazz",103,89,0,2016-02-18,192,0,0,92,0,0,96,0,0,191,196,0,"Feb",803
"2074","OrlandoMagic","DallasMavericks",110,104,1,2016-02-19,214,0,1,96,0,1,119,0,1,194,240,0,"Feb",811.5
"2075","WashingtonWizards","DetroitPistons",98,86,0,2016-02-19,184,1,1,103,0,1,92,0,0,192,195,0,"Feb",811.5
"2076","BrooklynNets","NewYorkKnicks",109,98,0,2016-02-19,207,0,1,90,0,1,108,0,0,199,219,0,"Feb",811.5
"2077","AtlantaHawks","MiamiHeat",111,115,0,2016-02-19,226,1,0,113,0,1,101,0,0,203,220,0,"Feb",811.5
"2078","ChicagoBulls","TorontoRaptors",116,106,0,2016-02-19,222,0,0,95,0,0,112,0,0,201,229,0,"Feb",811.5
"2079","MemphisGrizzlies","MinnesotaTimberwolves",109,104,0,2016-02-19,213,1,0,109,1,1,117,0,0,199,229,0,"Feb",811.5
"2080","NewOrleansPelicans","PhiladelphiaErs",121,114,0,2016-02-19,235,0,0,95,0,1,110,0,0,216,224,0,"Feb",811.5
"2081","OklahomaCityThunder","IndianaPacers",98,101,0,2016-02-19,199,1,1,121,0,1,95,0,0,216,212,0,"Feb",811.5
"2082","MilwaukeeBucks","CharlotteHornets",95,98,0,2016-02-19,193,1,1,99,1,0,117,0,0,191,212,0,"Feb",811.5
"2083","PhoenixSuns","HoustonRockets",100,116,0,2016-02-19,216,0,1,104,0,0,103,0,0,216,219,0,"Feb",811.5
"2084","PortlandTrailBlazers","GoldenStateWarriors",137,105,0,2016-02-19,242,1,1,116,1,0,112,0,0,219,216,0,"Feb",811.5
"2085","SacramentoKings","DenverNuggets",116,110,0,2016-02-19,226,1,0,114,1,0,103,0,0,224,195,0,"Feb",811.5
"2086","UtahJazz","BostonCeltics",111,93,0,2016-02-19,204,0,0,89,1,1,139,0,1,192,273,0,"Feb",811.5
"2087","LosAngelesLakers","SanAntonioSpurs",113,119,0,2016-02-19,232,0,0,111,0,0,86,0,0,231,191,0,"Feb",811.5
"2088","AtlantaHawks","MilwaukeeBucks",109,117,2,2016-02-20,226,0,1,111,0,1,95,0,0,226,193,0,"Feb",820.5
"2089","MiamiHeat","WashingtonWizards",114,94,0,2016-02-20,208,1,0,115,1,1,98,0,0,226,184,0,"Feb",820.5
"2090","MinnesotaTimberwolves","NewYorkKnicks",95,103,0,2016-02-20,198,0,0,104,0,0,98,0,0,213,207,0,"Feb",820.5
"2091","LosAngelesClippers","GoldenStateWarriors",112,115,0,2016-02-20,227,1,1,105,0,0,105,0,0,191,242,0,"Feb",820.5
"2092","DetroitPistons","NewOrleansPelicans",106,111,0,2016-02-21,217,0,0,86,1,1,121,0,0,184,235,0,"Feb",827.5
"2093","OklahomaCityThunder","ClevelandCavaliers",92,115,0,2016-02-21,207,0,1,98,1,1,106,0,0,199,201,0,"Feb",827.5
"2094","DenverNuggets","BostonCeltics",101,121,0,2016-02-21,222,0,0,110,0,0,93,0,0,226,204,0,"Feb",827.5
"2095","PhoenixSuns","SanAntonioSpurs",111,118,0,2016-02-21,229,0,1,100,1,0,119,0,0,216,232,0,"Feb",827.5
"2096","BrooklynNets","CharlotteHornets",96,104,0,2016-02-21,200,1,1,109,1,0,98,0,0,207,193,0,"Feb",827.5
"2097","OrlandoMagic","IndianaPacers",102,105,0,2016-02-21,207,1,1,110,1,0,101,1,0,214,199,1,"Feb",827.5
"2098","TorontoRaptors","MemphisGrizzlies",98,85,0,2016-02-21,183,0,0,106,1,1,109,0,0,222,213,0,"Feb",827.5
"2099","DallasMavericks","PhiladelphiaErs",129,103,0,2016-02-21,232,0,0,104,0,0,114,1,0,214,235,1,"Feb",827.5
"2100","ChicagoBulls","LosAngelesLakers",126,115,0,2016-02-21,241,1,1,116,0,1,113,0,0,222,232,0,"Feb",827.5
"2101","PortlandTrailBlazers","UtahJazz",115,111,0,2016-02-21,226,1,1,137,1,1,111,0,0,242,204,0,"Feb",827.5
"2102","ClevelandCavaliers","DetroitPistons",88,96,0,2016-02-22,184,1,0,115,0,1,106,0,0,207,217,0,"Feb",836
"2103","MiamiHeat","IndianaPacers",101,93,1,2016-02-22,194,1,1,114,1,0,105,0,0,208,207,0,"Feb",836
"2104","NewYorkKnicks","TorontoRaptors",95,122,0,2016-02-22,217,1,0,103,1,1,98,0,0,198,183,0,"Feb",836
"2105","AtlantaHawks","GoldenStateWarriors",92,102,0,2016-02-22,194,0,1,109,1,0,115,2,0,226,227,2,"Feb",836
"2106","MilwaukeeBucks","LosAngelesLakers",108,101,0,2016-02-22,209,1,0,117,0,0,115,2,0,226,241,2,"Feb",836
"2107","MinnesotaTimberwolves","BostonCeltics",124,122,0,2016-02-22,246,0,1,95,1,0,121,0,0,198,222,0,"Feb",836
"2108","LosAngelesClippers","PhoenixSuns",124,84,0,2016-02-22,208,0,1,112,0,1,111,0,0,227,229,0,"Feb",836
"2109","PhiladelphiaErs","OrlandoMagic",115,124,0,2016-02-23,239,0,0,103,0,1,102,0,0,232,207,0,"Feb",842
"2110","WashingtonWizards","NewOrleansPelicans",109,89,0,2016-02-23,198,0,0,94,1,0,111,0,0,208,217,0,"Feb",842
"2111","DenverNuggets","SacramentoKings",110,114,0,2016-02-23,224,0,1,101,1,1,116,0,0,222,226,0,"Feb",842
"2112","UtahJazz","HoustonRockets",117,114,1,2016-02-23,231,0,0,111,1,0,116,0,0,226,216,0,"Feb",842
"2113","PortlandTrailBlazers","BrooklynNets",112,104,0,2016-02-23,216,1,1,115,0,1,96,0,0,226,200,0,"Feb",842
"2114","ClevelandCavaliers","CharlotteHornets",114,103,0,2016-02-24,217,0,1,88,1,0,104,0,0,184,200,0,"Feb",849.5
"2115","IndianaPacers","NewYorkKnicks",108,105,0,2016-02-24,213,0,0,93,0,1,95,1,0,194,217,1,"Feb",849.5
"2116","DetroitPistons","PhiladelphiaErs",111,91,0,2016-02-24,202,1,0,96,0,1,115,0,0,184,239,0,"Feb",849.5
"2117","MiamiHeat","GoldenStateWarriors",112,118,0,2016-02-24,230,1,1,101,1,0,102,1,0,194,194,1,"Feb",849.5
"2118","TorontoRaptors","MinnesotaTimberwolves",114,105,0,2016-02-24,219,1,0,122,1,1,124,0,0,217,246,0,"Feb",849.5
"2119","ChicagoBulls","WashingtonWizards",109,104,0,2016-02-24,213,1,1,126,1,1,109,0,0,241,198,0,"Feb",849.5
"2120","MemphisGrizzlies","LosAngelesLakers",128,119,0,2016-02-24,247,0,0,85,0,0,101,0,0,183,209,0,"Feb",849.5
"2121","DallasMavericks","OklahomaCityThunder",103,116,0,2016-02-24,219,1,1,129,0,1,92,0,0,232,207,0,"Feb",849.5
"2122","LosAngelesClippers","DenverNuggets",81,87,0,2016-02-24,168,1,1,124,0,1,110,0,0,208,224,0,"Feb",849.5
"2123","SacramentoKings","SanAntonioSpurs",92,108,0,2016-02-24,200,1,0,114,1,0,118,0,0,224,229,0,"Feb",849.5
"2124","OrlandoMagic","GoldenStateWarriors",114,130,0,2016-02-25,244,1,0,124,1,0,118,0,0,239,230,0,"Feb",857.5
"2125","BostonCeltics","MilwaukeeBucks",112,107,0,2016-02-25,219,0,0,122,1,1,108,0,0,246,209,0,"Feb",857.5
"2126","NewOrleansPelicans","OklahomaCityThunder",123,119,0,2016-02-25,242,0,0,89,1,0,116,0,0,198,219,0,"Feb",857.5
"2127","PhoenixSuns","BrooklynNets",106,116,0,2016-02-25,222,0,0,84,0,0,104,0,0,208,216,0,"Feb",857.5
"2128","PortlandTrailBlazers","HoustonRockets",105,119,0,2016-02-25,224,1,1,112,0,0,114,0,1,216,231,0,"Feb",857.5
"2129","UtahJazz","SanAntonioSpurs",78,96,0,2016-02-25,174,1,1,117,1,0,108,1,0,231,200,1,"Feb",857.5
"2130","IndianaPacers","CharlotteHornets",95,96,0,2016-02-26,191,1,1,108,0,0,103,0,0,213,217,0,"Feb",864.5
"2131","PhiladelphiaErs","WashingtonWizards",94,103,0,2016-02-26,197,0,0,91,0,0,104,0,0,202,213,0,"Feb",864.5
"2132","NewYorkKnicks","OrlandoMagic",108,95,0,2016-02-26,203,0,0,105,0,1,114,0,0,213,244,0,"Feb",864.5
"2133","TorontoRaptors","ClevelandCavaliers",99,97,0,2016-02-26,196,1,1,114,1,1,114,0,0,219,217,0,"Feb",864.5
"2134","AtlantaHawks","ChicagoBulls",103,88,0,2016-02-26,191,0,1,92,1,1,109,0,0,194,213,0,"Feb",864.5
"2135","DallasMavericks","DenverNuggets",122,116,1,2016-02-26,238,0,1,103,1,0,87,0,0,219,168,0,"Feb",864.5
"2136","SacramentoKings","LosAngelesClippers",107,117,0,2016-02-26,224,0,1,92,0,1,81,0,0,200,168,0,"Feb",864.5
"2137","LosAngelesLakers","MemphisGrizzlies",95,112,0,2016-02-26,207,0,0,119,1,1,128,0,0,247,247,0,"Feb",864.5
"2138","BostonCeltics","MiamiHeat",101,89,0,2016-02-27,190,1,1,112,0,1,112,0,0,219,230,0,"Feb",872.5
"2139","NewOrleansPelicans","MinnesotaTimberwolves",110,112,0,2016-02-27,222,1,1,123,0,0,105,0,0,242,219,0,"Feb",872.5
"2140","ChicagoBulls","PortlandTrailBlazers",95,103,0,2016-02-27,198,0,0,88,0,1,105,0,0,191,224,0,"Feb",872.5
"2141","HoustonRockets","SanAntonioSpurs",94,104,0,2016-02-27,198,1,0,119,1,0,96,0,0,224,174,0,"Feb",872.5
"2142","MilwaukeeBucks","DetroitPistons",91,102,0,2016-02-27,193,0,0,107,1,1,111,0,0,219,202,0,"Feb",872.5
"2143","OklahomaCityThunder","GoldenStateWarriors",118,121,1,2016-02-27,239,0,0,119,1,0,130,0,0,242,244,0,"Feb",872.5
"2144","PhoenixSuns","MemphisGrizzlies",111,106,0,2016-02-27,217,0,1,106,1,0,112,0,0,222,207,0,"Feb",872.5
"2145","UtahJazz","BrooklynNets",96,98,0,2016-02-27,194,0,1,78,1,0,116,0,0,174,222,0,"Feb",872.5
"2146","WashingtonWizards","ClevelandCavaliers",113,99,0,2016-02-28,212,1,0,103,0,0,97,0,0,197,196,0,"Feb",880
"2147","AtlantaHawks","CharlotteHornets",87,76,0,2016-02-28,163,1,1,103,1,0,96,0,0,191,191,0,"Feb",880
"2148","DetroitPistons","TorontoRaptors",114,101,0,2016-02-28,215,1,0,102,1,1,99,0,0,193,196,0,"Feb",880
"2149","IndianaPacers","PortlandTrailBlazers",102,111,0,2016-02-28,213,0,1,95,1,0,103,0,0,191,198,0,"Feb",880
"2150","OrlandoMagic","PhiladelphiaErs",130,116,0,2016-02-28,246,0,0,95,0,1,94,0,0,203,197,0,"Feb",880
"2151","DallasMavericks","MinnesotaTimberwolves",128,101,0,2016-02-28,229,1,1,122,1,0,112,1,0,238,222,1,"Feb",880
"2152","NewYorkKnicks","MiamiHeat",81,98,0,2016-02-28,179,1,1,108,0,0,89,0,0,203,190,0,"Feb",880
"2153","ClevelandCavaliers","IndianaPacers",100,96,0,2016-02-29,196,0,0,99,0,1,102,0,0,212,213,0,"Feb",887
"2154","WashingtonWizards","PhiladelphiaErs",116,108,0,2016-02-29,224,1,1,113,0,0,116,0,0,212,246,0,"Feb",887
"2155","BostonCeltics","UtahJazz",100,95,0,2016-02-29,195,1,1,101,0,1,96,0,0,190,194,0,"Feb",887
"2156","MilwaukeeBucks","HoustonRockets",128,121,0,2016-02-29,249,0,1,91,0,1,94,0,0,193,198,0,"Feb",887
"2157","DenverNuggets","MemphisGrizzlies",96,103,0,2016-02-29,199,0,0,116,0,0,106,1,0,238,217,1,"Feb",887
"2158","SacramentoKings","OklahomaCityThunder",116,131,0,2016-02-29,247,0,1,107,0,1,118,0,1,224,239,0,"Feb",887
"2159","LosAngelesClippers","BrooklynNets",105,95,0,2016-02-29,200,1,0,117,1,0,98,0,0,224,194,0,"Feb",887
"2160","CharlotteHornets","PhoenixSuns",126,92,0,2016-03-01,218,0,0,76,1,1,111,0,0,163,217,0,"Mar",893.5
"2161","MiamiHeat","ChicagoBulls",129,111,0,2016-03-01,240,1,0,98,0,1,95,0,0,179,198,0,"Mar",893.5
"2162","NewYorkKnicks","PortlandTrailBlazers",85,104,0,2016-03-01,189,0,1,81,1,0,111,0,0,179,213,0,"Mar",893.5
"2163","DallasMavericks","OrlandoMagic",121,108,0,2016-03-01,229,1,1,128,1,1,130,0,0,229,246,0,"Mar",893.5
"2164","GoldenStateWarriors","AtlantaHawks",109,105,1,2016-03-01,214,1,0,121,1,1,87,1,0,239,163,1,"Mar",893.5
"2165","LosAngelesLakers","BrooklynNets",107,101,0,2016-03-01,208,0,1,95,0,0,95,0,0,207,200,0,"Mar",893.5
"2166","OrlandoMagic","ChicagoBulls",102,89,0,2016-03-02,191,0,0,108,0,0,111,0,0,229,240,0,"Mar",902
"2167","PhiladelphiaErs","CharlotteHornets",99,119,0,2016-03-02,218,0,0,108,1,1,126,0,0,224,218,0,"Mar",902
"2168","BostonCeltics","PortlandTrailBlazers",116,93,0,2016-03-02,209,1,1,100,1,0,104,0,0,195,189,0,"Mar",902
"2169","TorontoRaptors","UtahJazz",104,94,0,2016-03-02,198,0,0,101,0,0,95,0,0,215,195,0,"Mar",902
"2170","HoustonRockets","NewOrleansPelicans",100,95,0,2016-03-02,195,0,0,121,0,1,110,0,0,249,222,0,"Mar",902
"2171","MemphisGrizzlies","SacramentoKings",104,98,0,2016-03-02,202,1,0,103,0,1,116,0,0,199,247,0,"Mar",902
"2172","MilwaukeeBucks","IndianaPacers",99,104,0,2016-03-02,203,1,1,128,0,0,96,0,0,249,196,0,"Mar",902
"2173","MinnesotaTimberwolves","WashingtonWizards",98,104,0,2016-03-02,202,0,0,101,1,1,116,0,0,229,224,0,"Mar",902
"2174","SanAntonioSpurs","DetroitPistons",97,81,0,2016-03-02,178,1,0,104,1,1,114,0,0,198,215,0,"Mar",902
"2175","DenverNuggets","LosAngelesLakers",117,107,0,2016-03-02,224,0,1,96,1,1,107,0,0,199,208,0,"Mar",902
"2176","LosAngelesClippers","OklahomaCityThunder",103,98,0,2016-03-02,201,1,1,105,1,0,131,0,0,200,247,0,"Mar",902
"2177","MiamiHeat","PhoenixSuns",108,92,0,2016-03-03,200,1,1,129,0,0,92,0,0,240,218,0,"Mar",909.5
"2178","NewOrleansPelicans","SanAntonioSpurs",86,94,0,2016-03-03,180,0,0,95,1,1,97,0,0,195,178,0,"Mar",909.5
"2179","DallasMavericks","SacramentoKings",101,104,0,2016-03-03,205,1,1,121,0,0,98,0,0,229,202,0,"Mar",909.5
"2180","GoldenStateWarriors","OklahomaCityThunder",121,106,0,2016-03-03,227,1,1,109,0,0,98,1,0,214,201,1,"Mar",909.5
"2181","CharlotteHornets","IndianaPacers",108,101,0,2016-03-04,209,1,0,119,1,0,104,0,0,218,203,0,"Mar",916.5
"2182","OrlandoMagic","PhoenixSuns",84,102,0,2016-03-04,186,1,1,102,0,0,92,0,0,191,200,0,"Mar",916.5
"2183","PhiladelphiaErs","MiamiHeat",102,112,0,2016-03-04,214,0,1,99,1,1,108,0,0,218,200,0,"Mar",916.5
"2184","BostonCeltics","NewYorkKnicks",105,104,0,2016-03-04,209,1,1,116,0,1,85,0,0,209,189,0,"Mar",916.5
"2185","TorontoRaptors","PortlandTrailBlazers",117,115,0,2016-03-04,232,1,1,104,0,0,93,0,0,198,209,0,"Mar",916.5
"2186","ClevelandCavaliers","WashingtonWizards",108,83,0,2016-03-04,191,1,1,100,1,0,104,0,0,196,202,0,"Mar",916.5
"2187","MemphisGrizzlies","UtahJazz",94,88,0,2016-03-04,182,1,1,104,0,0,94,0,0,202,198,0,"Mar",916.5
"2188","MilwaukeeBucks","MinnesotaTimberwolves",116,101,0,2016-03-04,217,0,1,99,0,1,98,0,0,203,202,0,"Mar",916.5
"2189","DenverNuggets","BrooklynNets",120,121,1,2016-03-04,241,1,1,117,0,0,101,0,0,224,208,0,"Mar",916.5
"2190","LosAngelesLakers","AtlantaHawks",77,106,0,2016-03-04,183,0,0,107,0,0,105,0,1,224,214,0,"Mar",916.5
"2191","ClevelandCavaliers","BostonCeltics",120,103,0,2016-03-05,223,1,1,108,1,1,105,0,0,191,209,0,"Mar",925.5
"2192","NewYorkKnicks","DetroitPistons",102,89,0,2016-03-05,191,0,0,104,0,0,81,0,0,209,178,0,"Mar",925.5
"2193","WashingtonWizards","IndianaPacers",99,100,0,2016-03-05,199,0,0,83,0,0,101,0,0,191,209,0,"Mar",925.5
"2194","NewOrleansPelicans","UtahJazz",94,106,0,2016-03-05,200,0,1,86,0,0,88,0,0,180,182,0,"Mar",925.5
"2195","MinnesotaTimberwolves","BrooklynNets",132,118,0,2016-03-05,250,0,0,101,1,0,121,0,1,217,241,0,"Mar",925.5
"2196","ChicagoBulls","HoustonRockets",108,100,0,2016-03-05,208,0,0,89,1,1,100,0,0,191,195,0,"Mar",925.5
"2197","SanAntonioSpurs","SacramentoKings",104,94,0,2016-03-05,198,1,0,94,1,0,104,0,0,180,205,0,"Mar",925.5
"2198","LosAngelesClippers","AtlantaHawks",97,107,0,2016-03-05,204,1,1,103,1,0,106,0,0,201,183,0,"Mar",925.5
"2199","MilwaukeeBucks","OklahomaCityThunder",96,104,0,2016-03-06,200,1,1,116,0,0,106,0,0,217,227,0,"Mar",933
"2200","LosAngelesLakers","GoldenStateWarriors",112,95,0,2016-03-06,207,0,1,77,1,1,121,0,0,183,227,0,"Mar",933
"2201","MemphisGrizzlies","PhoenixSuns",100,109,0,2016-03-06,209,1,1,94,1,0,102,0,0,182,186,0,"Mar",933
"2202","DenverNuggets","DallasMavericks",116,114,1,2016-03-06,230,0,1,120,0,1,101,1,0,241,205,1,"Mar",933
"2203","DetroitPistons","PortlandTrailBlazers",123,103,0,2016-03-06,226,0,0,89,0,0,115,0,0,191,232,0,"Mar",933
"2204","MiamiHeat","PhiladelphiaErs",103,98,0,2016-03-06,201,1,0,112,0,1,102,0,0,214,214,0,"Mar",933
"2205","TorontoRaptors","HoustonRockets",107,113,0,2016-03-06,220,1,1,117,0,0,100,0,0,232,208,0,"Mar",933
"2206","CharlotteHornets","MinnesotaTimberwolves",108,103,0,2016-03-07,211,1,1,108,1,1,132,0,0,209,250,0,"Mar",940
"2207","ClevelandCavaliers","MemphisGrizzlies",103,106,0,2016-03-07,209,1,1,120,0,1,100,0,0,223,209,0,"Mar",940
"2208","IndianaPacers","SanAntonioSpurs",99,91,0,2016-03-07,190,1,0,100,1,1,104,0,0,199,198,0,"Mar",940
"2209","ChicagoBulls","MilwaukeeBucks",100,90,0,2016-03-07,190,1,1,108,0,1,96,0,0,208,200,0,"Mar",940
"2210","NewOrleansPelicans","SacramentoKings",115,112,0,2016-03-07,227,0,1,94,0,0,94,0,0,200,198,0,"Mar",940
"2211","DallasMavericks","LosAngelesClippers",90,109,0,2016-03-07,199,0,0,114,0,1,97,1,0,230,204,1,"Mar",940
"2212","GoldenStateWarriors","OrlandoMagic",119,113,0,2016-03-07,232,0,0,95,0,1,84,0,0,207,186,0,"Mar",940
"2213","TorontoRaptors","BrooklynNets",104,99,0,2016-03-08,203,0,1,107,0,0,118,0,0,220,250,0,"Mar",946.5
"2214","MinnesotaTimberwolves","SanAntonioSpurs",91,116,0,2016-03-08,207,0,0,103,0,0,91,0,0,211,190,0,"Mar",946.5
"2215","DenverNuggets","NewYorkKnicks",110,94,0,2016-03-08,204,1,1,116,1,1,102,1,0,230,191,1,"Mar",946.5
"2216","UtahJazz","AtlantaHawks",84,91,0,2016-03-08,175,1,0,106,1,0,107,0,0,200,204,0,"Mar",946.5
"2217","PortlandTrailBlazers","WashingtonWizards",116,109,1,2016-03-08,225,0,0,103,0,1,99,0,0,226,199,0,"Mar",946.5
"2218","LosAngelesLakers","OrlandoMagic",107,98,0,2016-03-08,205,1,1,112,0,0,113,0,0,207,232,0,"Mar",946.5
"2219","CharlotteHornets","NewOrleansPelicans",122,113,0,2016-03-09,235,1,1,108,1,1,115,0,0,211,227,0,"Mar",954
"2220","PhiladelphiaErs","HoustonRockets",104,118,0,2016-03-09,222,0,0,98,1,0,113,0,0,201,220,0,"Mar",954
"2221","MilwaukeeBucks","MiamiHeat",114,108,0,2016-03-09,222,0,0,90,1,1,103,0,0,190,201,0,"Mar",954
