"","gospodarz","gosc","gospodarz_res","gosc_res","dogrywka","daty","total","win_gosp","gosp_gosp","gosp_past_points","win_gosc","gosc_gosp","gosc_past_points","gosp_past_add","gosc_past_add","gosp_past_total","gosp_past_add.1"
"2417","OrlandoMagic","MemphisGrizzlies",119,107,0,2016-04-03,226,0,0,110,0,1,95,0,0,223,0
"2418","PhoenixSuns","UtahJazz",86,101,0,2016-04-03,187,0,1,99,1,1,98,0,0,205,0
"2419","MilwaukeeBucks","ChicagoBulls",98,102,0,2016-04-03,200,1,1,113,0,1,90,0,0,223,0
"2420","NewYorkKnicks","IndianaPacers",87,92,0,2016-04-03,179,1,1,105,1,0,115,0,0,196,0
"2421","GoldenStateWarriors","PortlandTrailBlazers",136,111,0,2016-04-03,247,0,1,106,1,1,110,0,0,215,0
"2422","LosAngelesLakers","BostonCeltics",100,107,0,2016-04-03,207,1,1,102,1,0,109,1,0,202,1
"2423","PhiladelphiaErs","NewOrleansPelicans",107,93,0,2016-04-05,200,0,1,102,1,0,106,0,0,217,0
"2424","MiamiHeat","DetroitPistons",107,89,0,2016-04-05,196,0,0,93,1,0,94,0,0,203,0
"2425","TorontoRaptors","CharlotteHornets",96,90,0,2016-04-05,186,0,0,95,0,0,103,0,0,197,0
"2426","AtlantaHawks","PhoenixSuns",103,90,0,2016-04-05,193,0,1,108,0,1,86,1,0,218,1
"2427","MemphisGrizzlies","ChicagoBulls",108,92,0,2016-04-05,200,0,0,107,1,0,102,0,0,226,0
"2428","MilwaukeeBucks","ClevelandCavaliers",80,109,0,2016-04-05,189,0,1,98,1,1,112,0,0,200,0
"2429","DenverNuggets","OklahomaCityThunder",102,124,0,2016-04-05,226,0,1,106,0,0,110,0,0,221,0
"2430","UtahJazz","SanAntonioSpurs",86,88,0,2016-04-05,174,1,0,101,1,1,102,0,0,187,0
"2431","SacramentoKings","PortlandTrailBlazers",107,115,0,2016-04-05,222,1,0,115,0,0,111,0,0,221,0
"2432","GoldenStateWarriors","MinnesotaTimberwolves",117,124,1,2016-04-05,241,1,1,136,0,1,78,0,0,247,0
"2433","LosAngelesClippers","LosAngelesLakers",103,81,0,2016-04-05,184,1,1,114,0,1,100,0,0,223,0
"2434","IndianaPacers","ClevelandCavaliers",123,109,0,2016-04-06,232,1,0,92,1,0,109,0,0,179,0
"2435","OrlandoMagic","DetroitPistons",104,108,0,2016-04-06,212,1,1,119,0,0,89,0,0,226,0
"2436","WashingtonWizards","BrooklynNets",121,103,0,2016-04-06,224,0,0,109,0,1,87,0,0,223,0
"2437","BostonCeltics","NewOrleansPelicans",104,97,0,2016-04-06,201,1,0,107,0,0,93,0,0,207,0
"2438","NewYorkKnicks","CharlotteHornets",97,111,0,2016-04-06,208,0,1,87,0,0,90,0,0,179,0
"2439","DallasMavericks","HoustonRockets",88,86,0,2016-04-06,174,1,0,88,1,1,118,0,0,166,0
"2440","PortlandTrailBlazers","OklahomaCityThunder",120,115,0,2016-04-06,235,1,0,115,1,0,124,0,0,222,0
"2441","LosAngelesClippers","LosAngelesLakers",91,81,0,2016-04-06,172,1,1,103,0,0,81,0,0,184,0
"2442","AtlantaHawks","TorontoRaptors",95,87,0,2016-04-07,182,1,1,103,1,1,96,0,0,193,0
"2443","MiamiHeat","ChicagoBulls",106,98,0,2016-04-07,204,1,1,107,0,0,92,0,0,196,0
"2444","HoustonRockets","PhoenixSuns",115,124,0,2016-04-07,239,0,0,86,0,0,90,0,0,174,0
"2445","SacramentoKings","MinnesotaTimberwolves",97,105,0,2016-04-07,202,0,1,107,1,0,124,0,1,222,0
"2446","GoldenStateWarriors","SanAntonioSpurs",112,101,0,2016-04-07,213,0,1,117,1,0,88,1,0,241,1
"2447","CharlotteHornets","BrooklynNets",113,99,0,2016-04-08,212,1,0,111,0,0,103,0,0,208,0
"2448","OrlandoMagic","MiamiHeat",112,109,0,2016-04-08,221,0,1,104,1,1,106,0,0,212,0
"2449","PhiladelphiaErs","NewYorkKnicks",102,109,0,2016-04-08,211,1,1,107,0,1,97,0,0,200,0
"2450","BostonCeltics","MilwaukeeBucks",124,109,0,2016-04-08,233,1,1,104,0,1,80,0,0,201,0
"2451","DetroitPistons","WashingtonWizards",112,99,0,2016-04-08,211,1,0,108,1,1,121,0,0,212,0
"2452","TorontoRaptors","IndianaPacers",111,98,0,2016-04-08,209,0,0,87,1,1,123,0,0,182,0
"2453","NewOrleansPelicans","LosAngelesLakers",110,102,0,2016-04-08,212,0,0,97,0,0,81,0,0,201,0
"2454","DallasMavericks","MemphisGrizzlies",103,93,0,2016-04-08,196,1,1,88,1,1,108,0,0,174,0
"2455","DenverNuggets","SanAntonioSpurs",102,98,0,2016-04-08,200,0,1,102,0,0,101,0,0,226,0
"2456","UtahJazz","LosAngelesClippers",99,102,1,2016-04-08,201,0,1,86,1,1,91,0,0,174,0
"2457","NewOrleansPelicans","PhoenixSuns",100,121,0,2016-04-09,221,1,1,110,1,0,124,0,0,212,0
"2458","AtlantaHawks","BostonCeltics",118,107,0,2016-04-09,225,1,1,95,1,1,124,0,0,182,0
"2459","MemphisGrizzlies","GoldenStateWarriors",99,100,0,2016-04-09,199,0,0,93,1,1,112,0,0,196,0
"2460","ChicagoBulls","ClevelandCavaliers",105,102,0,2016-04-09,207,0,0,98,0,0,109,0,0,204,0
"2461","PortlandTrailBlazers","MinnesotaTimberwolves",105,106,0,2016-04-09,211,1,1,120,1,0,105,0,0,235,0
"2462","SacramentoKings","OklahomaCityThunder",114,112,0,2016-04-09,226,0,1,97,0,0,115,0,0,202,0
"2463","WashingtonWizards","CharlotteHornets",113,98,0,2016-04-10,211,0,0,99,1,1,113,0,0,211,0
"2464","HoustonRockets","LosAngelesLakers",130,110,0,2016-04-10,240,0,1,115,0,0,102,0,0,239,0
"2465","LosAngelesClippers","DallasMavericks",98,91,0,2016-04-10,189,1,0,102,1,1,103,1,0,201,1
"2466","PhiladelphiaErs","MilwaukeeBucks",108,109,1,2016-04-10,217,0,1,102,0,0,109,0,0,211,0
"2467","DenverNuggets","UtahJazz",84,100,0,2016-04-10,184,1,1,102,0,1,99,0,1,200,0
"2468","IndianaPacers","BrooklynNets",129,105,0,2016-04-10,234,0,0,98,0,0,99,0,0,209,0
"2469","MiamiHeat","OrlandoMagic",118,96,0,2016-04-10,214,0,0,109,1,1,112,0,0,221,0
"2470","SanAntonioSpurs","GoldenStateWarriors",86,92,0,2016-04-10,178,0,0,98,1,0,100,0,0,200,0
"2471","NewYorkKnicks","TorontoRaptors",89,93,0,2016-04-10,182,1,0,109,1,1,111,0,0,211,0
"2472","ClevelandCavaliers","AtlantaHawks",109,94,0,2016-04-11,203,0,0,102,1,1,118,0,0,207,0
"2473","OrlandoMagic","MilwaukeeBucks",107,98,0,2016-04-11,205,0,0,96,1,0,109,0,1,214,0
"2474","BostonCeltics","CharlotteHornets",100,114,0,2016-04-11,214,0,0,107,0,0,98,0,0,225,0
"2475","BrooklynNets","WashingtonWizards",111,120,0,2016-04-11,231,0,0,105,1,1,113,0,0,234,0
"2476","MinnesotaTimberwolves","HoustonRockets",105,129,0,2016-04-11,234,1,0,106,1,1,130,0,0,211,0
"2477","NewOrleansPelicans","ChicagoBulls",116,121,0,2016-04-11,237,0,1,100,1,1,105,0,0,221,0
"2478","OklahomaCityThunder","LosAngelesLakers",112,79,0,2016-04-11,191,0,0,112,0,0,110,0,0,226,0
"2479","UtahJazz","DallasMavericks",92,101,0,2016-04-11,193,1,0,100,0,0,91,0,0,184,0
"2480","PhoenixSuns","SacramentoKings",101,105,0,2016-04-11,206,1,0,121,1,1,114,0,0,221,0
"2481","IndianaPacers","NewYorkKnicks",102,90,0,2016-04-12,192,1,1,129,0,1,89,0,0,234,0
"2482","DetroitPistons","MiamiHeat",93,99,0,2016-04-12,192,1,1,112,1,1,118,0,0,211,0
"2483","TorontoRaptors","PhiladelphiaErs",122,98,0,2016-04-12,220,1,0,93,0,1,108,0,1,182,0
"2484","SanAntonioSpurs","OklahomaCityThunder",102,98,1,2016-04-12,200,0,1,86,1,1,112,0,0,178,0
"2485","LosAngelesClippers","MemphisGrizzlies",110,84,0,2016-04-12,194,1,1,98,0,1,99,0,0,189,0
"2486","BostonCeltics","MiamiHeat",98,88,0,2016-04-13,186,0,1,100,1,0,99,0,0,214,0
"2487","BrooklynNets","TorontoRaptors",96,103,0,2016-04-13,199,0,1,111,1,1,122,0,0,231,0
"2488","CharlotteHornets","OrlandoMagic",117,103,0,2016-04-13,220,1,0,114,1,1,107,0,0,214,0
"2489","ClevelandCavaliers","DetroitPistons",110,112,1,2016-04-13,222,1,1,109,0,1,93,0,0,203,0
"2490","WashingtonWizards","AtlantaHawks",109,98,0,2016-04-13,207,1,0,120,0,0,94,0,0,231,0
"2491","ChicagoBulls","PhiladelphiaErs",115,105,0,2016-04-13,220,1,0,121,0,0,98,0,0,237,0
"2492","DallasMavericks","SanAntonioSpurs",91,96,0,2016-04-13,187,1,0,101,1,1,102,0,1,193,0
"2493","HoustonRockets","SacramentoKings",116,81,0,2016-04-13,197,1,0,129,1,0,105,0,0,234,0
"2494","MilwaukeeBucks","IndianaPacers",92,97,0,2016-04-13,189,0,0,98,1,1,102,0,0,205,0
"2495","MinnesotaTimberwolves","NewOrleansPelicans",144,109,0,2016-04-13,253,0,1,105,0,1,116,0,0,234,0
"2496","GoldenStateWarriors","MemphisGrizzlies",125,104,0,2016-04-13,229,1,0,92,0,0,84,0,0,178,0
"2497","LosAngelesLakers","UtahJazz",101,96,0,2016-04-13,197,0,0,79,0,1,92,0,0,191,0
"2498","PhoenixSuns","LosAngelesClippers",114,105,0,2016-04-13,219,0,1,101,1,1,110,0,0,206,0
"2499","PortlandTrailBlazers","DenverNuggets",107,99,0,2016-04-13,206,0,1,105,0,1,84,0,0,211,0
"2500","TorontoRaptors","IndianaPacers",90,100,0,2016-04-16,190,1,0,103,1,0,97,0,0,199,0
"2501","GoldenStateWarriors","HoustonRockets",104,78,0,2016-04-16,182,1,1,125,1,1,116,0,0,229,0
"2502","OklahomaCityThunder","DallasMavericks",108,70,0,2016-04-16,178,0,0,98,0,1,91,1,0,200,1
"2503","AtlantaHawks","BostonCeltics",102,101,0,2016-04-16,203,0,0,98,1,1,98,0,0,207,0
"2504","SanAntonioSpurs","MemphisGrizzlies",106,74,0,2016-04-17,180,1,0,96,0,0,104,0,0,187,0
"2505","LosAngelesClippers","PortlandTrailBlazers",115,95,0,2016-04-17,210,0,0,105,1,1,107,0,0,219,0
"2506","ClevelandCavaliers","DetroitPistons",106,101,0,2016-04-17,207,0,1,110,1,0,112,1,1,222,1
"2507","MiamiHeat","CharlotteHornets",123,91,0,2016-04-17,214,0,0,88,1,1,117,0,0,186,0
"2508","TorontoRaptors","IndianaPacers",98,87,0,2016-04-18,185,0,1,90,1,0,100,0,0,190,0
"2509","GoldenStateWarriors","HoustonRockets",115,106,0,2016-04-18,221,1,1,104,0,0,78,0,0,182,0
"2510","OklahomaCityThunder","DallasMavericks",84,85,0,2016-04-18,169,1,1,108,0,0,70,0,0,178,0
"2511","SanAntonioSpurs","MemphisGrizzlies",94,68,0,2016-04-19,162,1,1,106,0,0,74,0,0,180,0
"2512","AtlantaHawks","BostonCeltics",89,72,0,2016-04-19,161,1,1,102,0,0,101,0,0,203,0
"2513","LosAngelesClippers","PortlandTrailBlazers",102,81,0,2016-04-20,183,1,1,115,0,0,95,0,0,210,0
"2514","ClevelandCavaliers","DetroitPistons",107,90,0,2016-04-20,197,1,1,106,0,0,101,0,0,207,0
"2515","MiamiHeat","CharlotteHornets",115,103,0,2016-04-20,218,1,1,123,0,0,91,0,0,214,0
"2516","IndianaPacers","TorontoRaptors",85,101,0,2016-04-21,186,0,0,87,1,1,98,0,0,185,0
"2517","HoustonRockets","GoldenStateWarriors",97,96,0,2016-04-21,193,0,0,106,1,1,115,0,0,221,0
"2518","DallasMavericks","OklahomaCityThunder",102,131,0,2016-04-21,233,1,0,85,0,1,84,0,0,169,0
"2519","MemphisGrizzlies","SanAntonioSpurs",87,96,0,2016-04-22,183,0,0,68,1,1,94,0,0,162,0
"2520","DetroitPistons","ClevelandCavaliers",91,101,0,2016-04-22,192,0,0,90,1,1,107,0,0,197,0
"2521","BostonCeltics","AtlantaHawks",111,103,0,2016-04-22,214,0,0,72,1,1,89,0,0,161,0
"2522","IndianaPacers","TorontoRaptors",100,83,0,2016-04-23,183,0,1,85,1,0,101,0,0,186,0
"2523","DallasMavericks","OklahomaCityThunder",108,119,0,2016-04-23,227,0,1,102,1,0,131,0,0,233,0
"2524","PortlandTrailBlazers","LosAngelesClippers",96,88,0,2016-04-23,184,0,0,81,1,1,102,0,0,183,0
"2525","CharlotteHornets","MiamiHeat",96,80,0,2016-04-23,176,0,0,103,1,1,115,0,0,218,0
"2526","HoustonRockets","GoldenStateWarriors",94,121,0,2016-04-24,215,1,1,97,0,0,96,0,0,193,0
"2527","MemphisGrizzlies","SanAntonioSpurs",95,116,0,2016-04-24,211,0,1,87,1,0,96,0,0,183,0
"2528","DetroitPistons","ClevelandCavaliers",98,100,0,2016-04-24,198,0,1,91,1,0,101,0,0,192,0
"2529","BostonCeltics","AtlantaHawks",104,95,1,2016-04-24,199,1,1,111,0,0,103,0,0,214,0
"2530","OklahomaCityThunder","DallasMavericks",118,104,0,2016-04-25,222,1,0,119,0,1,108,0,0,227,0
"2531","PortlandTrailBlazers","LosAngelesClippers",98,84,0,2016-04-25,182,1,1,96,0,0,88,0,0,184,0
"2532","CharlotteHornets","MiamiHeat",89,85,0,2016-04-25,174,1,1,96,0,0,80,0,0,176,0
"2533","TorontoRaptors","IndianaPacers",102,99,0,2016-04-26,201,0,0,83,1,1,100,0,0,183,0
"2534","AtlantaHawks","BostonCeltics",110,83,0,2016-04-26,193,0,0,95,1,1,104,1,1,199,1
"2535","GoldenStateWarriors","HoustonRockets",114,81,0,2016-04-27,195,1,0,121,0,1,94,0,0,215,0
"2536","LosAngelesClippers","PortlandTrailBlazers",98,108,0,2016-04-27,206,0,0,84,1,1,98,0,0,182,0
"2537","MiamiHeat","CharlotteHornets",88,90,0,2016-04-27,178,0,0,85,1,1,89,0,0,174,0
"2538","BostonCeltics","AtlantaHawks",92,104,0,2016-04-28,196,0,0,83,1,1,110,0,0,193,0
"2539","IndianaPacers","TorontoRaptors",101,83,0,2016-04-29,184,0,0,99,1,1,102,0,0,201,0
"2540","PortlandTrailBlazers","LosAngelesClippers",106,103,0,2016-04-29,209,1,0,108,0,1,98,0,0,206,0
"2541","CharlotteHornets","MiamiHeat",90,97,0,2016-04-29,187,1,0,90,0,1,88,0,0,178,0
"2542","SanAntonioSpurs","OklahomaCityThunder",124,92,0,2016-04-30,216,1,0,116,1,1,118,0,0,211,0
"2543","ClevelandCavaliers","NewYorkKnicks",117,88,0,2016-10-25,205,1,0,100,0,0,90,0,0,198,0
"2544","PortlandTrailBlazers","UtahJazz",113,104,0,2016-10-25,217,1,1,106,0,0,96,0,0,209,0
"2545","GoldenStateWarriors","SanAntonioSpurs",100,129,0,2016-10-25,229,1,1,114,1,1,124,0,0,195,0
"2546","OrlandoMagic","MiamiHeat",96,108,0,2016-10-26,204,0,0,103,1,0,97,0,0,220,0
"2547","IndianaPacers","DallasMavericks",130,121,1,2016-10-26,251,1,1,101,0,0,104,0,0,184,0
"2548","BostonCeltics","BrooklynNets",122,117,0,2016-10-26,239,0,1,92,0,1,96,0,0,196,0
"2549","TorontoRaptors","DetroitPistons",109,91,0,2016-10-26,200,0,0,83,0,1,98,0,0,184,0
"2550","MilwaukeeBucks","CharlotteHornets",96,107,0,2016-10-26,203,0,1,92,0,1,90,0,0,189,0
"2551","MemphisGrizzlies","MinnesotaTimberwolves",102,98,0,2016-10-26,200,0,1,95,1,1,144,0,0,211,0
"2552","NewOrleansPelicans","DenverNuggets",102,107,0,2016-10-26,209,0,0,109,0,0,99,0,0,253,0
"2553","PhiladelphiaErs","OklahomaCityThunder",97,103,0,2016-10-26,200,0,0,105,0,0,92,0,0,220,0
"2554","PhoenixSuns","SacramentoKings",94,113,0,2016-10-26,207,1,1,114,0,0,81,0,0,219,0
"2555","LosAngelesLakers","HoustonRockets",120,114,0,2016-10-26,234,1,1,101,0,0,81,0,0,197,0
"2556","AtlantaHawks","WashingtonWizards",114,99,0,2016-10-27,213,1,0,104,1,1,109,0,0,196,0
"2557","ChicagoBulls","BostonCeltics",105,99,0,2016-10-27,204,1,1,115,1,1,122,0,0,220,0
"2558","SacramentoKings","SanAntonioSpurs",94,102,0,2016-10-27,196,1,0,113,1,0,129,0,0,207,0
"2559","PortlandTrailBlazers","LosAngelesClippers",106,114,0,2016-10-27,220,1,1,113,0,0,103,0,0,217,0
"2560","TorontoRaptors","ClevelandCavaliers",91,94,0,2016-10-28,185,1,1,109,1,1,117,0,0,200,0
"2561","BrooklynNets","IndianaPacers",103,94,0,2016-10-28,197,0,0,117,1,1,130,0,1,239,0
"2562","DetroitPistons","OrlandoMagic",108,82,0,2016-10-28,190,0,0,91,0,1,96,0,0,200,0
"2563","OklahomaCityThunder","PhoenixSuns",113,110,1,2016-10-28,223,1,0,103,0,1,94,0,0,200,0
"2564","MiamiHeat","CharlotteHornets",91,97,0,2016-10-28,188,1,0,108,1,0,107,0,0,204,0
"2565","DallasMavericks","HoustonRockets",98,106,0,2016-10-28,204,0,0,121,0,0,114,1,0,251,1
"2566","UtahJazz","LosAngelesLakers",96,89,0,2016-10-28,185,0,0,104,1,1,120,0,0,217,0
"2567","NewOrleansPelicans","GoldenStateWarriors",114,122,0,2016-10-28,236,0,1,102,0,1,100,0,0,209,0
"2568","PhiladelphiaErs","AtlantaHawks",72,104,0,2016-10-29,176,0,1,97,1,1,114,0,0,200,0
"2569","CharlotteHornets","BostonCeltics",98,104,0,2016-10-29,202,1,0,97,0,0,99,0,0,188,0
"2570","NewYorkKnicks","MemphisGrizzlies",111,104,0,2016-10-29,215,0,0,88,1,1,102,0,0,205,0
"2571","ClevelandCavaliers","OrlandoMagic",105,99,0,2016-10-29,204,1,0,94,0,0,82,0,0,185,0
"2572","ChicagoBulls","IndianaPacers",118,101,0,2016-10-29,219,1,1,105,0,0,94,0,0,204,0
"2573","MilwaukeeBucks","BrooklynNets",110,108,0,2016-10-29,218,0,1,96,1,1,103,0,0,203,0
"2574","SanAntonioSpurs","NewOrleansPelicans",98,79,0,2016-10-29,177,1,0,102,0,1,114,0,0,196,0
"2575","DenverNuggets","PortlandTrailBlazers",113,115,1,2016-10-29,228,1,0,107,0,1,106,0,0,209,0
"2576","SacramentoKings","MinnesotaTimberwolves",106,103,0,2016-10-29,209,0,1,94,0,0,98,0,0,196,0
"2577","LosAngelesClippers","UtahJazz",88,75,0,2016-10-30,163,1,0,114,1,1,96,0,0,220,0
"2578","PhoenixSuns","GoldenStateWarriors",100,106,0,2016-10-30,206,0,0,110,1,0,122,1,0,223,1
"2579","MiamiHeat","SanAntonioSpurs",99,106,0,2016-10-30,205,0,1,91,1,1,98,0,0,188,0
"2580","DetroitPistons","MilwaukeeBucks",98,83,0,2016-10-30,181,1,1,108,1,1,110,0,0,190,0
"2581","OklahomaCityThunder","LosAngelesLakers",113,96,0,2016-10-30,209,1,1,113,0,0,89,1,0,223,1
"2582","MemphisGrizzlies","WashingtonWizards",112,103,1,2016-10-30,215,0,0,104,0,0,99,0,0,215,0
"2583","HoustonRockets","DallasMavericks",93,92,0,2016-10-30,185,1,0,106,0,1,98,0,0,204,0
"2584","TorontoRaptors","DenverNuggets",105,102,0,2016-10-31,207,0,1,91,0,1,113,0,1,185,0
"2585","BrooklynNets","ChicagoBulls",88,118,0,2016-10-31,206,0,0,108,1,1,118,0,0,218,0
"2586","AtlantaHawks","SacramentoKings",106,95,0,2016-10-31,201,1,0,104,1,1,106,0,0,176,0
"2587","LosAngelesClippers","PhoenixSuns",116,98,0,2016-10-31,214,1,1,88,0,1,100,0,0,163,0
"2588","PhiladelphiaErs","OrlandoMagic",101,103,0,2016-11-01,204,0,1,72,0,0,99,0,0,176,0
"2589","ClevelandCavaliers","HoustonRockets",128,120,0,2016-11-01,248,1,1,105,1,1,93,0,0,204,0
"2590","IndianaPacers","LosAngelesLakers",115,108,0,2016-11-01,223,0,0,101,0,0,96,0,0,219,0
"2591","MiamiHeat","SacramentoKings",108,96,1,2016-11-01,204,0,1,99,0,0,95,0,0,205,0
"2592","DetroitPistons","NewYorkKnicks",102,89,0,2016-11-01,191,1,1,98,1,1,111,0,0,181,0
"2593","NewOrleansPelicans","MilwaukeeBucks",113,117,0,2016-11-01,230,0,0,79,0,0,83,0,0,177,0
"2594","MinnesotaTimberwolves","MemphisGrizzlies",116,80,0,2016-11-01,196,0,0,103,1,1,112,0,1,209,0
"2595","SanAntonioSpurs","UtahJazz",91,106,0,2016-11-01,197,1,0,106,0,0,75,0,0,205,0
"2596","PortlandTrailBlazers","GoldenStateWarriors",104,127,0,2016-11-01,231,1,0,115,1,0,106,1,0,228,1
"2597","WashingtonWizards","TorontoRaptors",103,113,0,2016-11-02,216,0,0,103,1,1,105,1,0,215,1
"2598","CharlotteHornets","PhiladelphiaErs",109,93,0,2016-11-02,202,0,1,98,0,1,101,0,0,202,0
"2599","BrooklynNets","DetroitPistons",109,101,0,2016-11-02,210,0,1,88,1,1,102,0,0,206,0
"2600","NewYorkKnicks","HoustonRockets",99,118,0,2016-11-02,217,0,0,89,0,0,120,0,0,191,0
"2601","AtlantaHawks","LosAngelesLakers",116,123,0,2016-11-02,239,1,1,106,0,0,108,0,0,201,0
"2602","MemphisGrizzlies","NewOrleansPelicans",89,83,1,2016-11-02,172,0,0,80,0,1,113,0,0,196,0
"2603","BostonCeltics","ChicagoBulls",107,100,0,2016-11-02,207,1,0,104,1,0,118,0,0,202,0
"2604","UtahJazz","DallasMavericks",97,81,0,2016-11-02,178,1,0,106,0,0,92,0,0,197,0
"2605","PhoenixSuns","PortlandTrailBlazers",118,115,1,2016-11-02,233,0,0,98,0,1,104,0,0,214,0
"2606","LosAngelesClippers","OklahomaCityThunder",83,85,0,2016-11-02,168,1,1,116,1,1,113,0,0,214,0
"2607","OrlandoMagic","SacramentoKings",102,94,0,2016-11-03,196,1,0,103,0,0,96,0,1,204,0
"2608","MilwaukeeBucks","IndianaPacers",125,107,0,2016-11-03,232,1,0,117,1,1,115,0,0,230,0
"2609","MinnesotaTimberwolves","DenverNuggets",99,102,0,2016-11-03,201,1,1,116,0,0,102,0,0,196,0
"2610","ClevelandCavaliers","BostonCeltics",128,122,0,2016-11-03,250,1,1,128,1,1,107,0,0,248,0
"2611","GoldenStateWarriors","OklahomaCityThunder",122,96,0,2016-11-03,218,1,0,127,1,0,85,0,0,231,0
"2612","WashingtonWizards","AtlantaHawks",95,92,0,2016-11-04,187,0,1,103,0,1,116,0,0,216,0
"2613","TorontoRaptors","MiamiHeat",96,87,0,2016-11-04,183,1,0,113,1,1,108,0,1,216,0
"2614","BrooklynNets","CharlotteHornets",95,99,0,2016-11-04,194,1,1,109,1,1,109,0,0,210,0
"2615","ChicagoBulls","NewYorkKnicks",104,117,0,2016-11-04,221,0,0,100,0,1,99,0,0,207,0
"2616","MemphisGrizzlies","LosAngelesClippers",88,99,0,2016-11-04,187,1,1,89,0,1,83,1,0,172,1
"2617","NewOrleansPelicans","PhoenixSuns",111,112,1,2016-11-04,223,0,0,83,1,1,118,1,1,172,1
"2618","DallasMavericks","PortlandTrailBlazers",95,105,0,2016-11-04,200,0,0,81,0,0,115,0,1,178,0
"2619","UtahJazz","SanAntonioSpurs",86,100,0,2016-11-04,186,1,1,97,0,1,91,0,0,178,0
"2620","LosAngelesLakers","GoldenStateWarriors",117,97,0,2016-11-04,214,1,0,123,1,1,122,0,0,239,0
"2621","OklahomaCityThunder","MinnesotaTimberwolves",112,92,0,2016-11-05,204,0,0,96,0,1,99,0,0,218,0
"2622","PhiladelphiaErs","ClevelandCavaliers",101,102,0,2016-11-05,203,0,0,93,1,1,128,0,0,202,0
"2623","OrlandoMagic","WashingtonWizards",88,86,0,2016-11-05,174,1,1,102,1,1,95,0,0,196,0
"2624","DetroitPistons","DenverNuggets",103,86,0,2016-11-05,189,0,0,101,1,0,102,0,0,210,0
"2625","IndianaPacers","ChicagoBulls",111,94,0,2016-11-05,205,0,0,107,0,1,104,0,0,232,0
"2626","AtlantaHawks","HoustonRockets",112,97,0,2016-11-05,209,0,0,92,1,0,118,0,0,187,0
"2627","MilwaukeeBucks","SacramentoKings",117,91,0,2016-11-05,208,1,1,125,0,0,94,0,0,232,0
"2628","SanAntonioSpurs","LosAngelesClippers",92,116,0,2016-11-05,208,1,0,100,1,0,99,0,0,186,0
"2629","NewYorkKnicks","UtahJazz",109,114,0,2016-11-06,223,1,0,117,0,1,86,0,0,221,0
"2630","MemphisGrizzlies","PortlandTrailBlazers",94,100,0,2016-11-06,194,0,1,88,1,0,105,0,0,187,0
"2631","TorontoRaptors","SacramentoKings",91,96,0,2016-11-06,187,1,1,96,0,0,91,0,0,183,0
"2632","DallasMavericks","MilwaukeeBucks",86,75,1,2016-11-06,161,0,1,95,1,1,117,0,0,200,0
"2633","BostonCeltics","DenverNuggets",107,123,0,2016-11-06,230,0,0,122,0,0,86,0,0,250,0
"2634","LosAngelesLakers","PhoenixSuns",119,108,0,2016-11-06,227,1,1,117,1,0,112,0,1,214,0
"2635","PhiladelphiaErs","UtahJazz",84,109,0,2016-11-07,193,0,1,101,1,0,114,0,0,203,0
"2636","WashingtonWizards","HoustonRockets",106,114,0,2016-11-07,220,0,0,86,0,0,97,0,0,174,0
"2637","CharlotteHornets","IndianaPacers",122,100,0,2016-11-07,222,1,0,99,1,1,111,0,0,194,0
"2638","ChicagoBulls","OrlandoMagic",112,80,0,2016-11-07,192,0,0,94,1,1,88,0,0,205,0
"2639","OklahomaCityThunder","MiamiHeat",97,85,0,2016-11-07,182,1,1,112,0,0,87,0,0,204,0
"2640","LosAngelesClippers","DetroitPistons",114,82,0,2016-11-07,196,1,0,116,1,1,103,0,0,208,0
"2641","GoldenStateWarriors","NewOrleansPelicans",116,106,0,2016-11-07,222,0,0,97,0,1,111,0,1,214,0
"2642","ClevelandCavaliers","AtlantaHawks",106,110,0,2016-11-08,216,1,0,102,1,1,112,0,0,203,0
"2643","BrooklynNets","MinnesotaTimberwolves",119,110,0,2016-11-08,229,0,1,95,0,0,92,0,0,194,0
"2644","MemphisGrizzlies","DenverNuggets",108,107,0,2016-11-08,215,0,1,94,1,0,123,0,0,194,0
"2645","PortlandTrailBlazers","PhoenixSuns",124,121,0,2016-11-08,245,1,0,100,0,0,108,0,0,194,0
"2646","LosAngelesLakers","DallasMavericks",97,109,0,2016-11-08,206,1,1,119,1,1,86,0,1,227,0
"2647","SacramentoKings","NewOrleansPelicans",102,94,0,2016-11-08,196,1,0,96,0,0,106,0,0,187,0
"2648","NewYorkKnicks","BrooklynNets",110,96,0,2016-11-09,206,0,1,109,1,1,119,0,0,223,0
"2649","WashingtonWizards","BostonCeltics",118,93,0,2016-11-09,211,0,1,106,0,1,107,0,0,220,0
"2650","CharlotteHornets","UtahJazz",104,98,0,2016-11-09,202,1,1,122,1,0,109,0,0,222,0
"2651","OrlandoMagic","MinnesotaTimberwolves",107,123,0,2016-11-09,230,0,0,80,0,0,110,0,0,192,0
"2652","IndianaPacers","PhiladelphiaErs",122,115,1,2016-11-09,237,0,0,100,0,1,84,0,0,222,0
"2653","AtlantaHawks","ChicagoBulls",115,107,0,2016-11-09,222,1,0,110,1,1,112,0,0,216,0
"2654","OklahomaCityThunder","TorontoRaptors",102,112,0,2016-11-09,214,1,1,97,0,1,91,0,0,182,0
"2655","PhoenixSuns","DetroitPistons",107,100,0,2016-11-09,207,0,0,121,0,0,82,0,0,245,0
