"","gospodarz","gosc","gospodarz_res","gosc_res","dogrywka","daty"
"1573","OklahomaCityThunder","NewOrleansPelicans",101,92,0,2016-12-04
"1574","NewYorkKnicks","SacramentoKings",106,98,0,2016-12-04
"1575","LosAngelesClippers","IndianaPacers",102,111,0,2016-12-04
"1576","PhiladelphiaErs","DenverNuggets",98,106,0,2016-12-05
"1577","TorontoRaptors","ClevelandCavaliers",112,116,0,2016-12-05
"1578","BrooklynNets","WashingtonWizards",113,118,0,2016-12-05
"1579","AtlantaHawks","OklahomaCityThunder",99,102,0,2016-12-05
"1580","ChicagoBulls","PortlandTrailBlazers",110,112,0,2016-12-05
"1581","MilwaukeeBucks","SanAntonioSpurs",96,97,0,2016-12-05
"1582","NewOrleansPelicans","MemphisGrizzlies",108,110,2,2016-12-05
"1583","HoustonRockets","BostonCeltics",107,106,0,2016-12-05
"1584","DallasMavericks","CharlotteHornets",101,109,0,2016-12-05
"1585","LosAngelesLakers","UtahJazz",101,107,0,2016-12-05
"1586","GoldenStateWarriors","IndianaPacers",142,106,0,2016-12-05
"1587","WashingtonWizards","OrlandoMagic",116,124,0,2016-12-06
"1588","MiamiHeat","NewYorkKnicks",103,114,0,2016-12-06
"1589","DetroitPistons","ChicagoBulls",102,91,0,2016-12-06
"1590","MemphisGrizzlies","PhiladelphiaErs",96,91,0,2016-12-06
"1591","MinnesotaTimberwolves","SanAntonioSpurs",91,105,0,2016-12-06
"1592","UtahJazz","PhoenixSuns",112,105,0,2016-12-06
"1593","CharlotteHornets","DetroitPistons",87,77,0,2016-12-07
"1594","OrlandoMagic","BostonCeltics",87,117,0,2016-12-07
"1595","BrooklynNets","DenverNuggets",116,111,0,2016-12-07
"1596","AtlantaHawks","MiamiHeat",103,95,0,2016-12-07
"1597","MilwaukeeBucks","PortlandTrailBlazers",115,107,0,2016-12-07
"1598","HoustonRockets","LosAngelesLakers",134,95,0,2016-12-07
"1599","NewYorkKnicks","ClevelandCavaliers",94,126,0,2016-12-07
"1600","DallasMavericks","SacramentoKings",89,120,0,2016-12-07
"1601","PhoenixSuns","IndianaPacers",94,109,0,2016-12-07
"1602","LosAngelesClippers","GoldenStateWarriors",98,115,0,2016-12-07
"1603","TorontoRaptors","MinnesotaTimberwolves",124,110,0,2016-12-08
"1604","WashingtonWizards","DenverNuggets",92,85,0,2016-12-08
"1605","MemphisGrizzlies","PortlandTrailBlazers",88,86,0,2016-12-08
"1606","NewOrleansPelicans","PhiladelphiaErs",88,99,0,2016-12-08
"1607","UtahJazz","GoldenStateWarriors",99,106,0,2016-12-08
"1608","ChicagoBulls","SanAntonioSpurs",95,91,0,2016-12-08
"1609","CharlotteHornets","OrlandoMagic",109,88,0,2016-12-09
"1610","ClevelandCavaliers","MiamiHeat",114,84,0,2016-12-09
"1611","BostonCeltics","TorontoRaptors",94,101,0,2016-12-09
"1612","MilwaukeeBucks","AtlantaHawks",110,114,0,2016-12-09
"1613","OklahomaCityThunder","HoustonRockets",99,102,0,2016-12-09
"1614","MinnesotaTimberwolves","DetroitPistons",90,117,0,2016-12-09
"1615","DallasMavericks","IndianaPacers",111,103,0,2016-12-09
"1616","LosAngelesLakers","PhoenixSuns",115,119,0,2016-12-09
"1617","SacramentoKings","NewYorkKnicks",100,103,0,2016-12-09
"1618","WashingtonWizards","MilwaukeeBucks",110,105,0,2016-12-10
"1619","OrlandoMagic","DenverNuggets",113,121,0,2016-12-10
"1620","IndianaPacers","PortlandTrailBlazers",118,111,0,2016-12-10
"1621","ClevelandCavaliers","CharlotteHornets",116,105,0,2016-12-10
"1622","ChicagoBulls","MiamiHeat",105,100,0,2016-12-10
"1623","MemphisGrizzlies","GoldenStateWarriors",110,89,0,2016-12-10
"1624","HoustonRockets","DallasMavericks",109,87,0,2016-12-10
"1625","SanAntonioSpurs","BrooklynNets",130,101,0,2016-12-10
"1626","UtahJazz","SacramentoKings",104,84,0,2016-12-10
"1627","LosAngelesClippers","NewOrleansPelicans",133,105,0,2016-12-10
"1628","DetroitPistons","PhiladelphiaErs",79,97,0,2016-12-11
"1629","OklahomaCityThunder","BostonCeltics",99,96,0,2016-12-11
"1630","MinnesotaTimberwolves","GoldenStateWarriors",108,116,0,2016-12-11
"1631","PhoenixSuns","NewOrleansPelicans",119,120,1,2016-12-11
"1632","LosAngelesLakers","NewYorkKnicks",112,118,0,2016-12-11
"1633","IndianaPacers","CharlotteHornets",110,94,0,2016-12-12
"1634","TorontoRaptors","MilwaukeeBucks",122,100,0,2016-12-12
"1635","MiamiHeat","WashingtonWizards",112,101,0,2016-12-12
"1636","HoustonRockets","BrooklynNets",122,118,0,2016-12-12
"1637","DallasMavericks","DenverNuggets",112,92,0,2016-12-12
"1638","LosAngelesClippers","PortlandTrailBlazers",121,120,0,2016-12-12
"1639","SacramentoKings","LosAngelesLakers",116,92,0,2016-12-12
"1640","ClevelandCavaliers","MemphisGrizzlies",103,86,0,2016-12-13
"1641","AtlantaHawks","OrlandoMagic",120,131,0,2016-12-13
"1642","ChicagoBulls","MinnesotaTimberwolves",94,99,0,2016-12-13
"1643","NewOrleansPelicans","GoldenStateWarriors",109,113,0,2016-12-13
"1644","PhoenixSuns","NewYorkKnicks",113,111,1,2016-12-13
"1645","PortlandTrailBlazers","OklahomaCityThunder",114,95,0,2016-12-13
"1646","PhiladelphiaErs","TorontoRaptors",114,123,0,2016-12-14
"1647","WashingtonWizards","CharlotteHornets",109,106,0,2016-12-14
"1648","OrlandoMagic","LosAngelesClippers",108,113,0,2016-12-14
"1649","MiamiHeat","IndianaPacers",95,89,0,2016-12-14
"1650","BrooklynNets","LosAngelesLakers",107,97,0,2016-12-14
"1651","MemphisGrizzlies","ClevelandCavaliers",93,85,0,2016-12-14
"1652","HoustonRockets","SacramentoKings",132,98,0,2016-12-14
"1653","DallasMavericks","DetroitPistons",85,95,0,2016-12-14
"1654","UtahJazz","OklahomaCityThunder",109,89,0,2016-12-14
"1655","SanAntonioSpurs","BostonCeltics",108,101,0,2016-12-14
"1656","MilwaukeeBucks","ChicagoBulls",108,97,0,2016-12-15
"1657","NewOrleansPelicans","IndianaPacers",102,95,0,2016-12-15
"1658","DenverNuggets","PortlandTrailBlazers",132,120,0,2016-12-15
"1659","PhoenixSuns","SanAntonioSpurs",92,107,0,2016-12-15
"1660","GoldenStateWarriors","NewYorkKnicks",103,90,0,2016-12-15
"1661","WashingtonWizards","DetroitPistons",122,108,0,2016-12-16
"1662","OrlandoMagic","BrooklynNets",118,111,0,2016-12-16
"1663","BostonCeltics","CharlotteHornets",96,88,0,2016-12-16
"1664","TorontoRaptors","AtlantaHawks",121,125,0,2016-12-16
"1665","ChicagoBulls","MilwaukeeBucks",69,95,0,2016-12-16
"1666","MemphisGrizzlies","SacramentoKings",92,96,0,2016-12-16
"1667","HoustonRockets","NewOrleansPelicans",122,100,0,2016-12-16
"1668","PhiladelphiaErs","LosAngelesLakers",89,100,0,2016-12-16
"1669","MiamiHeat","LosAngelesClippers",98,102,0,2016-12-16
"1670","UtahJazz","DallasMavericks",103,100,0,2016-12-16
"1671","OklahomaCityThunder","PhoenixSuns",114,101,0,2016-12-17
"1672","DetroitPistons","IndianaPacers",90,105,0,2016-12-17
"1673","AtlantaHawks","CharlotteHornets",99,107,0,2016-12-17
"1674","ClevelandCavaliers","LosAngelesLakers",119,108,0,2016-12-17
"1675","MinnesotaTimberwolves","HoustonRockets",109,111,1,2016-12-17
"1676","DenverNuggets","NewYorkKnicks",127,114,0,2016-12-17
"1677","GoldenStateWarriors","PortlandTrailBlazers",135,90,0,2016-12-17
"1678","WashingtonWizards","LosAngelesClippers",117,110,0,2016-12-18
"1679","MemphisGrizzlies","UtahJazz",73,82,0,2016-12-18
"1680","PhiladelphiaErs","BrooklynNets",108,107,0,2016-12-18
"1681","OrlandoMagic","TorontoRaptors",79,109,0,2016-12-18
"1682","MiamiHeat","BostonCeltics",95,105,0,2016-12-18
"1683","DallasMavericks","SacramentoKings",99,79,0,2016-12-18
"1684","SanAntonioSpurs","NewOrleansPelicans",113,100,0,2016-12-18
"1685","IndianaPacers","WashingtonWizards",107,105,0,2016-12-19
"1686","ChicagoBulls","DetroitPistons",113,82,0,2016-12-19
"1687","OklahomaCityThunder","AtlantaHawks",108,110,0,2016-12-19
"1688","MinnesotaTimberwolves","PhoenixSuns",115,108,0,2016-12-19
"1689","DenverNuggets","DallasMavericks",117,107,0,2016-12-19
"1690","PhiladelphiaErs","NewOrleansPelicans",93,108,0,2016-12-20
"1691","CharlotteHornets","LosAngelesLakers",117,113,0,2016-12-20
"1692","TorontoRaptors","BrooklynNets",116,104,0,2016-12-20
"1693","NewYorkKnicks","IndianaPacers",118,111,0,2016-12-20
"1694","MiamiHeat","OrlandoMagic",130,136,2,2016-12-20
"1695","MilwaukeeBucks","ClevelandCavaliers",108,114,1,2016-12-20
"1696","MemphisGrizzlies","BostonCeltics",109,112,1,2016-12-20
"1697","HoustonRockets","SanAntonioSpurs",100,102,0,2016-12-20
"1698","LosAngelesClippers","DenverNuggets",119,102,0,2016-12-20
"1699","GoldenStateWarriors","UtahJazz",104,74,0,2016-12-20
"1700","SacramentoKings","PortlandTrailBlazers",126,121,0,2016-12-20
"1701","ClevelandCavaliers","MilwaukeeBucks",113,102,0,2016-12-21
"1702","AtlantaHawks","MinnesotaTimberwolves",84,92,0,2016-12-21
"1703","DetroitPistons","MemphisGrizzlies",86,98,0,2016-12-21
"1704","ChicagoBulls","WashingtonWizards",97,107,0,2016-12-21
"1705","NewOrleansPelicans","OklahomaCityThunder",110,121,0,2016-12-21
"1706","UtahJazz","SacramentoKings",93,94,0,2016-12-21
"1707","PhoenixSuns","HoustonRockets",111,125,0,2016-12-21
"1708","PortlandTrailBlazers","DallasMavericks",95,96,0,2016-12-21
"1709","BrooklynNets","GoldenStateWarriors",101,117,0,2016-12-22
"1710","NewYorkKnicks","OrlandoMagic",106,95,0,2016-12-22
"1711","MiamiHeat","LosAngelesLakers",115,107,0,2016-12-22
"1712","IndianaPacers","BostonCeltics",102,109,0,2016-12-22
"1713","LosAngelesClippers","SanAntonioSpurs",106,101,0,2016-12-22
"1714","CharlotteHornets","ChicagoBulls",103,91,0,2016-12-23
"1715","OrlandoMagic","LosAngelesLakers",109,90,0,2016-12-23
"1716","ClevelandCavaliers","BrooklynNets",119,99,0,2016-12-23
"1717","BostonCeltics","OklahomaCityThunder",112,117,0,2016-12-23
"1718","DetroitPistons","GoldenStateWarriors",113,119,0,2016-12-23
"1719","MilwaukeeBucks","WashingtonWizards",123,96,0,2016-12-23
"1720","MemphisGrizzlies","HoustonRockets",115,109,0,2016-12-23
"1721","NewOrleansPelicans","MiamiHeat",91,87,0,2016-12-23
"1722","MinnesotaTimberwolves","SacramentoKings",105,109,0,2016-12-23
"1723","DenverNuggets","AtlantaHawks",108,109,0,2016-12-23
"1724","UtahJazz","TorontoRaptors",98,104,0,2016-12-23
"1725","PhoenixSuns","PhiladelphiaErs",123,116,0,2016-12-23
"1726","PortlandTrailBlazers","SanAntonioSpurs",90,110,0,2016-12-23
"1727","LosAngelesClippers","DallasMavericks",88,90,0,2016-12-23
"1728","NewYorkKnicks","BostonCeltics",114,119,0,2016-12-25
"1729","ClevelandCavaliers","GoldenStateWarriors",109,108,0,2016-12-25
"1730","SanAntonioSpurs","ChicagoBulls",119,100,0,2016-12-25
"1731","OklahomaCityThunder","MinnesotaTimberwolves",112,100,0,2016-12-25
"1732","LosAngelesLakers","LosAngelesClippers",111,102,0,2016-12-25
"1733","WashingtonWizards","MilwaukeeBucks",107,102,0,2016-12-26
"1734","OrlandoMagic","MemphisGrizzlies",112,102,0,2016-12-26
"1735","BrooklynNets","CharlotteHornets",120,118,0,2016-12-26
"1736","DetroitPistons","ClevelandCavaliers",106,90,0,2016-12-26
"1737","ChicagoBulls","IndianaPacers",90,85,0,2016-12-26
"1738","NewOrleansPelicans","DallasMavericks",111,104,0,2016-12-26
"1739","HoustonRockets","PhoenixSuns",131,115,0,2016-12-26
"1740","MinnesotaTimberwolves","AtlantaHawks",104,90,0,2016-12-26
"1741","PortlandTrailBlazers","TorontoRaptors",91,95,0,2016-12-26
"1742","LosAngelesClippers","DenverNuggets",102,106,0,2016-12-26
"1743","SacramentoKings","PhiladelphiaErs",102,100,0,2016-12-26
"1744","BostonCeltics","MemphisGrizzlies",113,103,0,2016-12-27
"1745","MiamiHeat","OklahomaCityThunder",94,106,0,2016-12-27
"1746","DallasMavericks","HoustonRockets",107,123,0,2016-12-27
"1747","LosAngelesLakers","UtahJazz",100,102,0,2016-12-27
"1748","DetroitPistons","MilwaukeeBucks",94,119,0,2016-12-28
"1749","ChicagoBulls","BrooklynNets",101,99,0,2016-12-28
"1750","NewOrleansPelicans","LosAngelesClippers",102,98,0,2016-12-28
"1751","SanAntonioSpurs","PhoenixSuns",119,98,0,2016-12-28
"1752","DenverNuggets","MinnesotaTimberwolves",105,103,0,2016-12-28
"1753","PortlandTrailBlazers","SacramentoKings",102,89,0,2016-12-28
"1754","GoldenStateWarriors","TorontoRaptors",121,111,0,2016-12-28
"1755","WashingtonWizards","IndianaPacers",111,105,0,2016-12-28
"1756","OrlandoMagic","CharlotteHornets",101,120,0,2016-12-28
"1757","AtlantaHawks","NewYorkKnicks",102,98,1,2016-12-28
"1758","CharlotteHornets","MiamiHeat",91,82,0,2016-12-29
"1759","MemphisGrizzlies","OklahomaCityThunder",114,80,0,2016-12-29
"1760","ClevelandCavaliers","BostonCeltics",124,118,0,2016-12-29
"1761","UtahJazz","PhiladelphiaErs",100,83,0,2016-12-29
"1762","PhoenixSuns","TorontoRaptors",99,91,0,2016-12-29
"1763","LosAngelesLakers","DallasMavericks",89,101,0,2016-12-29
"1764","IndianaPacers","ChicagoBulls",111,101,0,2016-12-30
"1765","WashingtonWizards","BrooklynNets",118,95,0,2016-12-30
"1766","BostonCeltics","MiamiHeat",117,114,0,2016-12-30
"1767","NewOrleansPelicans","NewYorkKnicks",104,92,0,2016-12-30
"1768","HoustonRockets","LosAngelesClippers",140,116,0,2016-12-30
"1769","MinnesotaTimberwolves","MilwaukeeBucks",116,99,0,2016-12-30
"1770","AtlantaHawks","DetroitPistons",105,98,0,2016-12-30
"1771","SanAntonioSpurs","PortlandTrailBlazers",110,94,0,2016-12-30
"1772","DenverNuggets","PhiladelphiaErs",122,124,0,2016-12-30
"1773","GoldenStateWarriors","DallasMavericks",108,99,0,2016-12-30
"1774","SacramentoKings","MemphisGrizzlies",98,112,0,2016-12-31
"1775","ChicagoBulls","MilwaukeeBucks",96,116,0,2016-12-31
"1776","CharlotteHornets","ClevelandCavaliers",109,121,0,2016-12-31
"1777","HoustonRockets","NewYorkKnicks",129,122,0,2016-12-31
"1778","UtahJazz","PhoenixSuns",91,86,0,2016-12-31
"1779","OklahomaCityThunder","LosAngelesClippers",114,88,0,2016-12-31
"1780","AtlantaHawks","SanAntonioSpurs",114,112,1,2017-01-01
"1781","MiamiHeat","DetroitPistons",98,107,0,2017-01-01
"1782","IndianaPacers","OrlandoMagic",117,104,0,2017-01-01
"1783","MinnesotaTimberwolves","PortlandTrailBlazers",89,95,0,2017-01-01
"1784","LosAngelesLakers","TorontoRaptors",114,123,0,2017-01-01
"1785","MilwaukeeBucks","OklahomaCityThunder",98,94,0,2017-01-02
"1786","ClevelandCavaliers","NewOrleansPelicans",90,82,0,2017-01-02
"1787","BrooklynNets","UtahJazz",89,101,0,2017-01-02
"1788","NewYorkKnicks","OrlandoMagic",103,115,0,2017-01-02
"1789","ChicagoBulls","CharlotteHornets",118,111,0,2017-01-02
"1790","HoustonRockets","WashingtonWizards",101,91,0,2017-01-02
"1791","LosAngelesClippers","PhoenixSuns",109,98,0,2017-01-02
"1792","GoldenStateWarriors","DenverNuggets",127,119,0,2017-01-02
"1793","PhiladelphiaErs","MinnesotaTimberwolves",93,91,0,2017-01-03
"1794","BostonCeltics","UtahJazz",115,104,0,2017-01-03
"1795","DetroitPistons","IndianaPacers",116,121,0,2017-01-03
"1796","DallasMavericks","WashingtonWizards",113,105,0,2017-01-03
"1797","SanAntonioSpurs","TorontoRaptors",110,82,0,2017-01-03
"1798","DenverNuggets","SacramentoKings",113,120,0,2017-01-03
"1799","PhoenixSuns","MiamiHeat",99,90,0,2017-01-03
"1800","LosAngelesLakers","MemphisGrizzlies",116,102,0,2017-01-03
"1801","CharlotteHornets","OklahomaCityThunder",123,112,0,2017-01-04
"1802","OrlandoMagic","AtlantaHawks",92,111,0,2017-01-04
"1803","NewYorkKnicks","MilwaukeeBucks",104,105,0,2017-01-04
"1804","ClevelandCavaliers","ChicagoBulls",94,106,0,2017-01-04
"1805","LosAngelesClippers","MemphisGrizzlies",115,106,0,2017-01-04
"1806","GoldenStateWarriors","PortlandTrailBlazers",125,117,0,2017-01-04
"1807","SacramentoKings","MiamiHeat",102,107,0,2017-01-04
"1808","IndianaPacers","BrooklynNets",121,109,0,2017-01-05
"1809","TorontoRaptors","UtahJazz",101,93,0,2017-01-05
"1810","DetroitPistons","CharlotteHornets",115,114,0,2017-01-05
"1811","NewOrleansPelicans","AtlantaHawks",94,99,0,2017-01-05
"1812","HoustonRockets","OklahomaCityThunder",118,116,0,2017-01-05
"1813","DallasMavericks","PhoenixSuns",95,102,0,2017-01-05
"1814","PortlandTrailBlazers","LosAngelesLakers",118,109,0,2017-01-05
"1815","DenverNuggets","SanAntonioSpurs",99,127,0,2017-01-05
"1816","WashingtonWizards","MinnesotaTimberwolves",112,105,0,2017-01-06
"1817","OrlandoMagic","HoustonRockets",93,100,0,2017-01-06
"1818","BostonCeltics","PhiladelphiaErs",110,106,0,2017-01-06
"1819","BrooklynNets","ClevelandCavaliers",108,116,0,2017-01-06
"1820","MilwaukeeBucks","NewYorkKnicks",111,116,0,2017-01-06
"1821","LosAngelesLakers","MiamiHeat",127,100,0,2017-01-06
"1822","GoldenStateWarriors","MemphisGrizzlies",119,128,1,2017-01-06
"1823","SacramentoKings","LosAngelesClippers",98,106,0,2017-01-06
"1824","IndianaPacers","NewYorkKnicks",123,109,0,2017-01-07
"1825","BostonCeltics","NewOrleansPelicans",117,108,0,2017-01-07
"1826","ChicagoBulls","TorontoRaptors",123,118,1,2017-01-07
"1827","OklahomaCityThunder","DenverNuggets",121,106,0,2017-01-07
"1828","MinnesotaTimberwolves","UtahJazz",92,94,0,2017-01-07
"1829","DallasMavericks","AtlantaHawks",82,97,0,2017-01-07
"1830","SanAntonioSpurs","CharlotteHornets",102,85,0,2017-01-07
"1831","PortlandTrailBlazers","DetroitPistons",124,125,2,2017-01-08
"1832","BrooklynNets","PhiladelphiaErs",95,105,0,2017-01-08
"1833","LosAngelesClippers","MiamiHeat",98,86,0,2017-01-08
"1834","MilwaukeeBucks","WashingtonWizards",101,107,0,2017-01-08
"1835","TorontoRaptors","HoustonRockets",122,129,0,2017-01-08
"1836","MemphisGrizzlies","UtahJazz",88,79,0,2017-01-08
"1837","PhoenixSuns","ClevelandCavaliers",116,120,0,2017-01-08
"1838","SacramentoKings","GoldenStateWarriors",106,117,0,2017-01-08
"1839","LosAngelesLakers","OrlandoMagic",111,95,0,2017-01-08
"1840","NewYorkKnicks","NewOrleansPelicans",96,110,0,2017-01-09
"1841","ChicagoBulls","OklahomaCityThunder",94,109,0,2017-01-09
"1842","MinnesotaTimberwolves","DallasMavericks",101,92,0,2017-01-09
"1843","WashingtonWizards","ChicagoBulls",101,99,0,2017-01-10
"1844","TorontoRaptors","BostonCeltics",114,106,0,2017-01-10
"1845","BrooklynNets","AtlantaHawks",97,117,0,2017-01-10
"1846","HoustonRockets","CharlotteHornets",121,114,0,2017-01-10
"1847","SanAntonioSpurs","MilwaukeeBucks",107,109,0,2017-01-10
"1848","UtahJazz","ClevelandCavaliers",100,92,0,2017-01-10
"1849","LosAngelesLakers","PortlandTrailBlazers",87,108,0,2017-01-10
"1850","GoldenStateWarriors","MiamiHeat",107,95,0,2017-01-10
"1851","SacramentoKings","DetroitPistons",100,94,0,2017-01-10
"1852","PhiladelphiaErs","NewYorkKnicks",98,97,0,2017-01-11
"1853","OklahomaCityThunder","MemphisGrizzlies",103,95,0,2017-01-11
"1854","MinnesotaTimberwolves","HoustonRockets",119,105,0,2017-01-11
"1855","BostonCeltics","WashingtonWizards",117,108,0,2017-01-11
"1856","LosAngelesClippers","OrlandoMagic",105,96,0,2017-01-11
"1857","PortlandTrailBlazers","ClevelandCavaliers",102,86,0,2017-01-11
"1858","DenverNuggets","IndianaPacers",140,112,0,2017-01-12
"1859","BrooklynNets","NewOrleansPelicans",95,104,0,2017-01-12
"1860","NewYorkKnicks","ChicagoBulls",104,89,0,2017-01-12
"1861","SanAntonioSpurs","LosAngelesLakers",134,94,0,2017-01-12
"1862","PhoenixSuns","DallasMavericks",108,113,0,2017-01-12
"1863","GoldenStateWarriors","DetroitPistons",127,107,0,2017-01-12
"1864","PhiladelphiaErs","CharlotteHornets",102,93,0,2017-01-13
"1865","TorontoRaptors","BrooklynNets",132,113,0,2017-01-13
"1866","MilwaukeeBucks","MiamiHeat",116,108,0,2017-01-13
"1867","HoustonRockets","MemphisGrizzlies",105,110,0,2017-01-13
"1868","MinnesotaTimberwolves","OklahomaCityThunder",96,86,0,2017-01-13
"1869","AtlantaHawks","BostonCeltics",101,103,0,2017-01-13
"1870","PortlandTrailBlazers","OrlandoMagic",109,115,0,2017-01-13
"1871","SacramentoKings","ClevelandCavaliers",108,120,0,2017-01-13
"1872","UtahJazz","DetroitPistons",110,77,0,2017-01-13
"1873","LosAngelesClippers","LosAngelesLakers",113,97,0,2017-01-14
"1874","ChicagoBulls","NewOrleansPelicans",107,99,0,2017-01-14
"1875","PhoenixSuns","SanAntonioSpurs",108,105,0,2017-01-14
"1876","WashingtonWizards","PhiladelphiaErs",109,93,0,2017-01-14
"1877","UtahJazz","OrlandoMagic",114,107,0,2017-01-14
"1878","TorontoRaptors","NewYorkKnicks",116,101,0,2017-01-15
"1879","AtlantaHawks","MilwaukeeBucks",111,98,0,2017-01-15
"1880","DallasMavericks","MinnesotaTimberwolves",98,87,0,2017-01-15
"1881","BrooklynNets","HoustonRockets",112,137,0,2017-01-15
"1882","SacramentoKings","OklahomaCityThunder",118,122,0,2017-01-15
"1883","MemphisGrizzlies","ChicagoBulls",104,108,0,2017-01-15
"1884","LosAngelesLakers","DetroitPistons",97,102,0,2017-01-15
"1885","NewYorkKnicks","AtlantaHawks",107,108,0,2017-01-16
"1886","WashingtonWizards","PortlandTrailBlazers",120,101,0,2017-01-16
"1887","MilwaukeeBucks","PhiladelphiaErs",104,113,0,2017-01-16
"1888","IndianaPacers","NewOrleansPelicans",98,95,0,2017-01-16
"1889","DenverNuggets","OrlandoMagic",125,112,0,2017-01-16
"1890","BostonCeltics","CharlotteHornets",108,98,0,2017-01-16
"1891","GoldenStateWarriors","ClevelandCavaliers",126,91,0,2017-01-16
"1892","PhoenixSuns","UtahJazz",101,106,0,2017-01-16
"1893","LosAngelesClippers","OklahomaCityThunder",120,98,0,2017-01-16
"1894","BrooklynNets","TorontoRaptors",109,119,0,2017-01-17
"1895","MiamiHeat","HoustonRockets",109,103,0,2017-01-17
"1896","ChicagoBulls","DallasMavericks",98,99,0,2017-01-17
"1897","SanAntonioSpurs","MinnesotaTimberwolves",122,114,0,2017-01-17
"1898","LosAngelesLakers","DenverNuggets",121,127,0,2017-01-17
"1899","PhiladelphiaErs","TorontoRaptors",94,89,0,2017-01-18
"1900","WashingtonWizards","MemphisGrizzlies",104,101,0,2017-01-18
"1901","CharlotteHornets","PortlandTrailBlazers",107,85,0,2017-01-18
"1902","BostonCeltics","NewYorkKnicks",106,117,0,2017-01-18
"1903","NewOrleansPelicans","OrlandoMagic",118,98,0,2017-01-18
"1904","HoustonRockets","MilwaukeeBucks",111,92,0,2017-01-18
"1905","DetroitPistons","AtlantaHawks",118,95,0,2017-01-18
"1906","GoldenStateWarriors","OklahomaCityThunder",121,100,0,2017-01-18
"1907","SacramentoKings","IndianaPacers",100,106,0,2017-01-18
"1908","ClevelandCavaliers","PhoenixSuns",118,103,0,2017-01-19
"1909","MiamiHeat","DallasMavericks",99,95,0,2017-01-19
"1910","NewYorkKnicks","WashingtonWizards",110,113,0,2017-01-19
"1911","SanAntonioSpurs","DenverNuggets",118,104,0,2017-01-19
"1912","LosAngelesClippers","MinnesotaTimberwolves",101,104,0,2017-01-19
"1913","PhiladelphiaErs","PortlandTrailBlazers",93,92,0,2017-01-20
"1914","CharlotteHornets","TorontoRaptors",113,78,0,2017-01-20
"1915","OrlandoMagic","MilwaukeeBucks",112,96,0,2017-01-20
"1916","MemphisGrizzlies","SacramentoKings",107,91,0,2017-01-20
"1917","NewOrleansPelicans","BrooklynNets",114,143,0,2017-01-20
"1918","HoustonRockets","GoldenStateWarriors",108,125,0,2017-01-20
"1919","AtlantaHawks","ChicagoBulls",102,93,0,2017-01-20
"1920","DallasMavericks","UtahJazz",107,112,1,2017-01-20
"1921","LosAngelesLakers","IndianaPacers",108,95,0,2017-01-20
"1922","BostonCeltics","PortlandTrailBlazers",123,127,1,2017-01-21
"1923","DetroitPistons","WashingtonWizards",113,112,0,2017-01-21
"1924","CharlotteHornets","BrooklynNets",112,105,0,2017-01-21
"1925","AtlantaHawks","PhiladelphiaErs",110,93,0,2017-01-21
"1926","NewYorkKnicks","PhoenixSuns",105,107,0,2017-01-21
"1927","MiamiHeat","MilwaukeeBucks",109,97,0,2017-01-21
"1928","MemphisGrizzlies","HoustonRockets",95,119,0,2017-01-21
"1929","ClevelandCavaliers","SanAntonioSpurs",115,118,1,2017-01-21
"1930","DenverNuggets","LosAngelesClippers",123,98,0,2017-01-21
"1931","UtahJazz","IndianaPacers",109,100,0,2017-01-21
"1932","ChicagoBulls","SacramentoKings",102,99,0,2017-01-21
"1933","OrlandoMagic","GoldenStateWarriors",98,118,0,2017-01-22
"1934","DallasMavericks","LosAngelesLakers",122,73,0,2017-01-22
"1935","TorontoRaptors","PhoenixSuns",103,115,0,2017-01-22
"1936","MinnesotaTimberwolves","DenverNuggets",111,108,0,2017-01-22
"1937","CharlotteHornets","WashingtonWizards",99,109,0,2017-01-23
"1938","BrooklynNets","SanAntonioSpurs",86,112,0,2017-01-23
"1939","AtlantaHawks","LosAngelesClippers",105,115,0,2017-01-23
"1940","MiamiHeat","GoldenStateWarriors",105,102,0,2017-01-23
"1941","DetroitPistons","SacramentoKings",104,109,0,2017-01-23
"1942","MilwaukeeBucks","HoustonRockets",127,114,0,2017-01-23
"1943","NewOrleansPelicans","ClevelandCavaliers",124,122,0,2017-01-23
"1944","IndianaPacers","NewYorkKnicks",103,109,0,2017-01-23
"1945","UtahJazz","OklahomaCityThunder",95,97,0,2017-01-23
"1946","TorontoRaptors","SanAntonioSpurs",106,108,0,2017-01-24
"1947","PhiladelphiaErs","LosAngelesClippers",121,110,0,2017-01-24
"1948","WashingtonWizards","BostonCeltics",123,108,0,2017-01-24
"1949","OrlandoMagic","ChicagoBulls",92,100,0,2017-01-24
"1950","DenverNuggets","UtahJazz",103,93,0,2017-01-24
"1951","PhoenixSuns","MinnesotaTimberwolves",111,112,0,2017-01-24
"1952","ClevelandCavaliers","SacramentoKings",112,116,1,2017-01-25
"1953","BostonCeltics","HoustonRockets",120,109,0,2017-01-25
"1954","BrooklynNets","MiamiHeat",106,109,0,2017-01-25
"1955","ChicagoBulls","AtlantaHawks",114,119,0,2017-01-25
"1956","MilwaukeeBucks","PhiladelphiaErs",109,114,0,2017-01-25
"1957","MemphisGrizzlies","TorontoRaptors",101,99,0,2017-01-25
"1958","NewOrleansPelicans","OklahomaCityThunder",105,114,0,2017-01-25
"1959","CharlotteHornets","GoldenStateWarriors",103,113,0,2017-01-25
"1960","DallasMavericks","NewYorkKnicks",103,95,0,2017-01-25
